,index,Unnamed: 0
4167,16587,
4168,9824,
4169,821,
4170,14069,
4171,17583,
4172,11549,
4173,9616,
4174,10029,
4175,14957,
4176,14985,
4177,15746,
4178,16859,
4179,3785,
4180,17263,
4181,1553,
4182,16418,
4183,2196,
4184,12151,
4185,17496,
4186,10510,
4187,10244,
4188,5354,
4189,1157,
4190,8832,
4191,128,
4192,14865,
4193,4088,
4194,5898,
4195,18,
4196,3255,
4197,4753,
4198,15601,
4199,5591,
4200,6822,
4201,6897,
4202,9036,
4203,14144,
4204,4068,
4205,13623,
4206,15417,
4207,3098,
4208,10958,
4209,15831,
4210,3492,
4211,13509,
4212,4203,
4213,5006,
4214,4574,
4215,5261,
4216,9113,
4217,5602,
4218,2918,
4219,1695,
4220,8648,
4221,7521,
4222,16643,
4223,4268,
4224,3821,
4225,3730,
4226,11301,
4227,4867,
4228,4221,
4229,7115,
4230,13912,
4231,3440,
4232,4972,
4233,5289,
4234,5698,
4235,15782,
4236,10388,
4237,12890,
4238,1665,
4239,6898,
4240,8278,
4241,16845,
4242,16497,
4243,6961,
4244,9712,
4245,10706,
4246,15744,
4247,12279,
4248,5636,
4249,9893,
4250,5407,
4251,9317,
4252,9628,
4253,5481,
4254,10721,
4255,14672,
4256,8297,
4257,11564,
4258,3926,
4259,14519,
4260,11257,
4261,10710,
4262,9755,
4263,1816,
4264,17672,
4265,7395,
4266,11117,
4267,2922,
4268,3202,
4269,4569,
4270,10562,
4271,5347,
4272,16546,
4273,11890,
4274,15052,
4275,2457,
4276,11856,
4277,7565,
4278,8210,
4279,8981,
4280,1954,
4281,17150,
4282,2391,
4283,665,
4284,2068,
4285,14645,
4286,9119,
4287,8773,
4288,15919,
4289,3712,
4290,3435,
4291,14390,
4292,4041,
4293,8422,
4294,16121,
4295,15134,
4296,2417,
4297,12419,
4298,16582,
4299,8268,
4300,9288,
4301,125,
4302,5233,
4303,16412,
4304,13998,
4305,11304,
4306,11358,
4307,3296,
4308,10677,
4309,1105,
4310,10110,
4311,15822,
4312,59,
4313,15170,
4314,14620,
4315,5767,
4316,13100,
4317,13037,
4318,7237,
4319,5219,
4320,4282,
4321,4844,
4322,8236,
4323,1671,
4324,11602,
4325,13848,
4326,4896,
4327,13331,
4328,9124,
4329,3955,
4330,8308,
4331,15443,
4332,16335,
4333,11730,
4334,13309,
4335,11281,
4336,5498,
4337,17514,
4338,14920,
4339,12066,
4340,5065,
4341,2726,
4342,17029,
4343,5239,
4344,16210,
4345,611,
4346,16675,
4347,4709,
4348,9300,
4349,8909,
4350,8100,
4351,10594,
4352,16891,
4353,16883,
4354,6392,
4355,10660,
4356,5337,
4357,3053,
4358,7797,
4359,1802,
4360,7224,
4361,5961,
4362,10329,
4363,13850,
4364,6760,
4365,9839,
4366,4365,
4367,15466,
4368,10279,
4369,5048,
4370,14568,
4371,8770,
4372,5576,
4373,16411,
4374,16039,
4375,10341,
4376,881,
4377,3459,
4378,4504,
4379,10908,
4380,1689,
4381,4945,
4382,14694,
4383,10180,
4384,1437,
4385,14311,
4386,12621,
4387,15895,
4388,10447,
4389,6801,
4390,13726,
4391,15243,
4392,5255,
4393,17484,
4394,5925,
4395,15293,
4396,10927,
4397,4383,
4398,16142,
4399,15286,
4400,2408,
4401,3452,
4402,12438,
4403,11797,
4404,13030,
4405,35,
4406,2028,
4407,5421,
4408,10969,
4409,7851,
4410,6170,
4411,16928,
4412,15867,
4413,15298,
4414,11493,
4415,14852,
4416,581,
4417,17390,
4418,12369,
4419,10011,
4420,13543,
4421,13108,
4422,6172,
4423,10638,
4424,4327,
4425,334,
4426,5113,
4427,7718,
4428,16790,
4429,1562,
4430,2213,
4431,8091,
4432,6324,
4433,5005,
4434,13730,
4435,16654,
4436,15317,
4437,4671,
4438,17919,
4439,17828,
4440,362,
4441,12544,
4442,3588,
4443,12301,
4444,15010,
4445,5862,
4446,17653,
4447,2040,
4448,10851,
4449,7525,
4450,4408,
4451,11596,
4452,16782,
4453,7911,
4454,15242,
4455,8805,
4456,4085,
4457,12561,
4458,8086,
4459,6537,
4460,17557,
4461,13699,
4462,14538,
4463,17124,
4464,2595,
4465,13337,
4466,6248,
4467,3283,
4468,14997,
4469,14632,
4470,7662,
4471,9566,
4472,11909,
4473,3507,
4474,3670,
4475,13750,
4476,6189,
4477,16061,
4478,16424,
4479,16603,
4480,2881,
4481,3026,
4482,8218,
4483,6699,
4484,17473,
4485,10197,
4486,10141,
4487,7642,
4488,6429,
4489,1804,
4490,15080,
4491,2273,
4492,8254,
4493,4990,
4494,16694,
4495,10943,
4496,5032,
4497,7283,
4498,1541,
4499,2927,
4500,6047,0.0
4501,1937,1.0
4502,10316,2.0
4503,11544,3.0
4504,14599,4.0
4505,15128,5.0
4506,16506,6.0
4507,6048,7.0
4508,16919,8.0
4509,274,9.0
4510,15838,10.0
4511,15140,11.0
4512,17188,12.0
4513,3808,13.0
4514,8598,14.0
4515,13808,15.0
4516,12819,16.0
4517,11695,17.0
4518,3511,18.0
4519,1824,19.0
4520,17719,20.0
4521,8866,21.0
4522,9581,22.0
4523,17775,23.0
4524,14229,24.0
4525,14755,25.0
4526,439,26.0
4527,16089,27.0
4528,9773,28.0
4529,7468,29.0
4530,14213,30.0
4531,8407,31.0
4532,15842,32.0
4533,16700,33.0
4534,1399,34.0
4535,8106,35.0
4536,803,36.0
4537,15649,37.0
4538,7621,38.0
4539,6308,39.0
4540,2044,40.0
4541,12728,41.0
4542,10746,42.0
4543,17939,43.0
4544,14771,44.0
4545,9433,45.0
4546,9813,46.0
4547,8070,47.0
4548,718,48.0
4549,11445,49.0
4550,9551,50.0
4551,3691,51.0
4552,2914,52.0
4553,17403,53.0
4554,14287,54.0
4555,17820,55.0
4556,3903,56.0
4557,2282,57.0
4558,17944,58.0
4559,9825,59.0
4560,789,60.0
4561,3278,61.0
4562,7388,62.0
4563,1181,63.0
4564,17055,64.0
4565,8553,65.0
4566,5906,66.0
4567,6623,67.0
4568,17102,68.0
4569,15426,69.0
4570,57,70.0
4571,10410,71.0
4572,671,72.0
4573,5834,73.0
4574,12609,74.0
4575,9793,75.0
4576,5274,76.0
4577,12254,77.0
4578,13338,78.0
4579,12230,79.0
4580,7681,80.0
4581,8527,81.0
4582,548,82.0
4583,9500,83.0
4584,9155,84.0
4585,7449,85.0
4586,15612,86.0
4587,10314,87.0
4588,10259,88.0
4589,3114,89.0
4590,5585,90.0
4591,1817,91.0
4592,15972,92.0
4593,7195,93.0
4594,10730,94.0
4595,15450,95.0
4596,10649,96.0
4597,9495,97.0
4598,1151,98.0
4599,17763,99.0
4600,15418,100.0
4601,4095,101.0
4602,8116,102.0
4603,1164,103.0
4604,4590,104.0
4605,2354,105.0
4606,7915,106.0
4607,284,107.0
4608,4142,108.0
4609,16072,109.0
4610,3386,110.0
4611,5866,111.0
4612,17466,112.0
4613,14000,113.0
4614,7499,114.0
4615,14127,115.0
4616,927,116.0
4617,9443,117.0
4618,14245,118.0
4619,13351,119.0
4620,15495,120.0
4621,13809,121.0
4622,7814,122.0
4623,11980,123.0
4624,11920,124.0
4625,14450,125.0
4626,5121,126.0
4627,5260,127.0
4628,5307,128.0
4629,6303,129.0
4630,2628,130.0
4631,11228,131.0
4632,5797,132.0
4633,6343,133.0
4634,4835,134.0
4635,7017,135.0
4636,3874,136.0
4637,5991,137.0
4638,16326,138.0
4639,13537,139.0
4640,2795,140.0
4641,5213,141.0
4642,9216,142.0
4643,10269,143.0
4644,9698,144.0
4645,6181,145.0
4646,11706,146.0
4647,13445,147.0
4648,9397,148.0
4649,17549,149.0
4650,977,150.0
4651,1393,151.0
4652,10644,152.0
4653,1632,153.0
4654,15461,154.0
4655,10228,155.0
4656,4622,156.0
4657,10777,157.0
4658,13463,158.0
4659,8797,159.0
4660,10848,160.0
4661,3198,161.0
4662,4919,162.0
4663,17981,163.0
4664,8048,164.0
4665,2722,165.0
4666,5907,166.0
4667,12497,167.0
4668,12217,168.0
4669,1169,169.0
4670,2818,170.0
4671,5931,171.0
4672,16053,172.0
4673,16475,173.0
4674,13217,174.0
4675,8336,175.0
4676,10798,176.0
4677,3863,177.0
4678,12531,178.0
4679,1798,179.0
4680,8864,180.0
4681,1596,181.0
4682,13223,182.0
4683,13378,183.0
4684,4765,184.0
4685,7182,185.0
4686,5908,186.0
4687,10633,187.0
4688,17745,188.0
4689,9648,189.0
4690,4173,190.0
4691,16165,191.0
4692,4785,192.0
4693,17088,193.0
4694,11580,194.0
4695,4635,195.0
4696,13290,196.0
4697,6628,197.0
4698,5556,198.0
4699,2265,199.0
4700,6792,200.0
4701,17506,201.0
4702,8102,202.0
4703,3086,203.0
4704,2240,204.0
4705,17422,205.0
4706,1590,206.0
4707,14286,207.0
4708,3060,208.0
4709,897,209.0
4710,4411,210.0
4711,15696,211.0
4712,7006,212.0
4713,8760,213.0
4714,3042,214.0
4715,4199,215.0
4716,10877,216.0
4717,9000,217.0
4718,10555,218.0
4719,7667,219.0
4720,6306,220.0
4721,16183,221.0
4722,4760,222.0
4723,15332,223.0
4724,4082,224.0
4725,2802,225.0
4726,13671,226.0
4727,11937,227.0
4728,3548,228.0
4729,4799,229.0
4730,16498,230.0
4731,5803,231.0
4732,4435,232.0
4733,8603,233.0
4734,1684,234.0
4735,6132,235.0
4736,11089,236.0
4737,2323,237.0
4738,17235,238.0
4739,11605,239.0
4740,15343,240.0
4741,596,241.0
4742,4689,242.0
4743,805,243.0
4744,15375,244.0
4745,10949,245.0
4746,16937,246.0
4747,724,247.0
4748,6986,248.0
4749,10643,249.0
4750,9462,250.0
4751,12662,251.0
4752,16239,252.0
4753,16319,253.0
4754,4683,254.0
4755,6853,255.0
4756,14324,256.0
4757,5710,257.0
4758,12803,258.0
4759,10312,259.0
4760,14585,260.0
4761,3493,261.0
4762,462,262.0
4763,4906,263.0
4764,4786,264.0
4765,5581,265.0
4766,10689,266.0
4767,8438,267.0
4768,2411,268.0
4769,17284,269.0
4770,12349,270.0
4771,4727,271.0
4772,5725,272.0
4773,11314,273.0
4774,5981,274.0
4775,15634,275.0
4776,5041,276.0
4777,14583,277.0
4778,17908,278.0
4779,2936,279.0
4780,13539,280.0
4781,120,281.0
4782,442,282.0
4783,10354,283.0
4784,11174,284.0
4785,12048,285.0
4786,2647,286.0
4787,16281,287.0
4788,11516,288.0
4789,10764,289.0
4790,5287,290.0
4791,5605,291.0
4792,3292,292.0
4793,9736,293.0
4794,4126,294.0
4795,7586,295.0
4796,13551,296.0
4797,13028,297.0
4798,3758,298.0
4799,2362,299.0
4800,14904,300.0
4801,11405,301.0
4802,3829,302.0
4803,16074,303.0
4804,10843,304.0
4805,4904,305.0
4806,1146,306.0
4807,10894,307.0
4808,15007,308.0
4809,16305,309.0
4810,7320,310.0
4811,5330,311.0
4812,1286,312.0
4813,13785,313.0
4814,5881,314.0
4815,9041,315.0
4816,16310,316.0
4817,7241,317.0
4818,309,318.0
4819,17045,319.0
4820,1114,320.0
4821,14202,321.0
4822,7278,322.0
4823,3688,323.0
4824,8454,324.0
4825,5781,325.0
4826,12670,326.0
4827,6482,327.0
4828,13275,328.0
4829,13639,329.0
4830,472,330.0
4831,15664,331.0
4832,63,332.0
4833,1326,333.0
4834,9250,334.0
4835,16897,335.0
4836,10999,336.0
4837,5669,337.0
4838,7750,338.0
4839,911,339.0
4840,8641,340.0
4841,3559,341.0
4842,14455,342.0
4843,4870,343.0
4844,1653,344.0
4845,531,345.0
4846,1141,346.0
4847,11323,347.0
4848,12148,348.0
4849,10368,349.0
4850,1394,350.0
4851,8477,351.0
4852,12242,352.0
4853,10642,353.0
4854,15189,354.0
4855,6387,355.0
4856,16930,356.0
4857,1510,357.0
4858,8825,358.0
4859,14154,359.0
4860,6632,360.0
4861,15505,361.0
4862,350,362.0
4863,882,363.0
4864,2461,364.0
4865,4842,365.0
4866,11165,366.0
4867,2030,367.0
4868,11616,368.0
4869,6430,369.0
4870,7739,370.0
4871,11177,371.0
4872,2089,372.0
4873,3277,373.0
4874,1384,374.0
4875,14834,375.0
4876,12022,376.0
4877,679,377.0
4878,7618,378.0
4879,5110,379.0
4880,1836,380.0
4881,6769,381.0
4882,15827,382.0
4883,12919,383.0
4884,3221,384.0
4885,3755,385.0
4886,6013,386.0
4887,49,387.0
4888,17064,388.0
4889,9544,389.0
4890,2177,390.0
4891,902,391.0
4892,4138,392.0
4893,3702,393.0
4894,12392,394.0
4895,3583,395.0
4896,7828,396.0
4897,6582,397.0
4898,6086,398.0
4899,11028,399.0
4900,8025,400.0
4901,3287,401.0
4902,8041,402.0
4903,16179,403.0
4904,5308,404.0
4905,6464,405.0
4906,13778,406.0
4907,16436,407.0
4908,14292,408.0
4909,11378,409.0
4910,2504,410.0
4911,622,411.0
4912,7253,412.0
4913,14462,413.0
4914,7416,414.0
4915,12560,415.0
4916,183,416.0
4917,9798,417.0
4918,11507,418.0
4919,14171,419.0
4920,6578,420.0
4921,1680,421.0
4922,6305,422.0
4923,945,423.0
4924,16443,424.0
4925,10513,425.0
4926,2681,426.0
4927,16977,427.0
4928,955,428.0
4929,16905,429.0
4930,3671,430.0
4931,3149,431.0
4932,1573,432.0
4933,8954,433.0
4934,11851,434.0
4935,3093,435.0
4936,17298,436.0
4937,7141,437.0
4938,1744,438.0
4939,13669,439.0
4940,2529,440.0
4941,9906,441.0
4942,5025,442.0
4943,16059,443.0
4944,14190,444.0
4945,4539,445.0
4946,13903,446.0
4947,7818,447.0
4948,6299,448.0
4949,14908,449.0
4950,657,450.0
4951,17927,451.0
4952,14874,452.0
4953,10359,453.0
4954,13471,454.0
4955,8414,455.0
4956,14225,456.0
4957,7405,457.0
4958,15793,458.0
4959,14228,459.0
4960,13072,460.0
4961,7390,461.0
4962,9302,462.0
4963,13396,463.0
4964,6812,464.0
4965,7605,465.0
4966,4093,466.0
4967,16365,467.0
4968,1,468.0
4969,14611,469.0
4970,17180,470.0
4971,9475,471.0
4972,3178,472.0
4973,17392,473.0
4974,10000,474.0
4975,8929,475.0
4976,16742,476.0
4977,16007,477.0
4978,13832,478.0
4979,2295,479.0
4980,16809,480.0
4981,5837,481.0
4982,6277,482.0
4983,14679,483.0
4984,474,484.0
4985,17310,485.0
4986,10231,486.0
4987,968,487.0
4988,1980,488.0
4989,8334,489.0
4990,9366,490.0
4991,14048,491.0
4992,12352,492.0
4993,14081,493.0
4994,7439,494.0
4995,15604,495.0
4996,2155,496.0
4997,10127,497.0
4998,17548,498.0
4999,6231,499.0
5000,7958,500.0
5001,2993,501.0
5002,414,502.0
5003,5079,503.0
5004,8503,504.0
5005,11609,505.0
5006,12631,506.0
5007,7792,507.0
5008,2217,508.0
5009,6615,509.0
5010,311,510.0
5011,952,511.0
5012,14028,512.0
5013,15967,513.0
5014,16697,514.0
5015,7331,515.0
5016,9649,516.0
5017,4242,517.0
5018,16577,518.0
5019,10937,519.0
5020,11932,520.0
5021,3150,521.0
5022,3622,522.0
5023,15501,523.0
5024,3478,524.0
5025,17853,525.0
5026,13283,526.0
5027,2823,527.0
5028,12644,528.0
5029,1748,529.0
5030,2314,530.0
5031,15625,531.0
5032,5116,532.0
5033,6103,533.0
5034,15439,534.0
5035,3034,535.0
5036,4540,536.0
5037,13453,537.0
5038,13972,538.0
5039,9713,539.0
5040,12579,540.0
5041,11649,541.0
5042,13651,542.0
5043,9312,543.0
5044,9705,544.0
5045,6668,545.0
5046,13122,546.0
5047,14964,547.0
5048,7274,548.0
5049,2486,549.0
5050,5886,550.0
5051,4999,551.0
5052,16228,552.0
5053,17304,553.0
5054,15027,554.0
5055,2390,555.0
5056,6906,556.0
5057,16557,557.0
5058,16614,558.0
5059,271,559.0
5060,12902,560.0
5061,15432,561.0
5062,16895,562.0
5063,4763,563.0
5064,6053,564.0
5065,16455,565.0
5066,15714,566.0
5067,12733,567.0
5068,10364,568.0
5069,6366,569.0
5070,13399,570.0
5071,13483,571.0
5072,17925,572.0
5073,406,573.0
5074,12316,574.0
5075,3010,575.0
5076,9033,576.0
5077,6656,577.0
5078,363,578.0
5079,9905,579.0
5080,16066,580.0
5081,16791,581.0
5082,10898,582.0
5083,15513,583.0
5084,4300,584.0
5085,4628,585.0
5086,10678,586.0
5087,10345,587.0
5088,5926,588.0
5089,2383,589.0
5090,9723,590.0
5091,6291,591.0
5092,705,592.0
5093,16656,593.0
5094,15081,594.0
5095,3598,595.0
5096,6073,596.0
5097,17391,597.0
5098,9865,598.0
5099,11216,599.0
5100,13880,600.0
5101,7004,601.0
5102,10418,602.0
5103,6525,603.0
5104,853,604.0
5105,8732,605.0
5106,1109,606.0
5107,11158,607.0
5108,13997,608.0
5109,15135,609.0
5110,8415,610.0
5111,7798,611.0
5112,16652,612.0
5113,10489,613.0
5114,12757,614.0
5115,4444,615.0
5116,16262,616.0
5117,16096,617.0
5118,12258,618.0
5119,7217,619.0
5120,4427,620.0
5121,15504,621.0
5122,3274,622.0
5123,17231,623.0
5124,2025,624.0
5125,7133,625.0
5126,5876,626.0
5127,13722,627.0
5128,2488,628.0
5129,14005,629.0
5130,17613,630.0
5131,29,631.0
5132,15582,632.0
5133,8442,633.0
5134,7979,634.0
5135,9885,635.0
5136,8176,636.0
5137,3647,637.0
5138,15868,638.0
5139,11955,639.0
5140,4340,640.0
5141,17559,641.0
5142,13885,642.0
5143,2882,643.0
5144,15537,644.0
5145,4740,645.0
5146,15732,646.0
5147,2858,647.0
5148,8285,648.0
5149,16105,649.0
5150,14391,650.0
5151,921,651.0
5152,11515,652.0
5153,4518,653.0
5154,3763,654.0
5155,17913,655.0
5156,6999,656.0
5157,4648,657.0
5158,17498,658.0
5159,5742,659.0
5160,3776,660.0
5161,14101,661.0
5162,16653,662.0
5163,11831,663.0
5164,13895,664.0
5165,2657,665.0
5166,15556,666.0
5167,3609,667.0
5168,3462,668.0
5169,16480,669.0
5170,7143,670.0
5171,15188,671.0
5172,9677,672.0
5173,7015,673.0
5174,5178,674.0
5175,11302,675.0
5176,10045,676.0
5177,8054,677.0
5178,199,678.0
5179,4298,679.0
5180,12857,680.0
5181,3787,681.0
5182,12641,682.0
5183,393,683.0
5184,9557,684.0
5185,15971,685.0
5186,13970,686.0
5187,1549,687.0
5188,10338,688.0
5189,3190,689.0
5190,3953,690.0
5191,10797,691.0
5192,10283,692.0
5193,17427,693.0
5194,11621,694.0
5195,5964,695.0
5196,3417,696.0
5197,17704,697.0
5198,17562,698.0
5199,12568,699.0
5200,2606,700.0
5201,950,701.0
5202,101,702.0
5203,6336,703.0
5204,4850,704.0
5205,12963,705.0
5206,9020,706.0
5207,11142,707.0
5208,10120,708.0
5209,9142,709.0
5210,9776,710.0
5211,11077,711.0
5212,2554,712.0
5213,13522,713.0
5214,2788,714.0
5215,14224,715.0
5216,15009,716.0
5217,13326,717.0
5218,14902,718.0
5219,10796,719.0
5220,11168,720.0
5221,16240,721.0
5222,6201,722.0
5223,15143,723.0
5224,8708,724.0
5225,17024,725.0
5226,11190,726.0
5227,3952,727.0
5228,4130,728.0
5229,5959,729.0
5230,7080,730.0
5231,17980,731.0
5232,1001,732.0
5233,4829,733.0
5234,4191,734.0
5235,1311,735.0
5236,13405,736.0
5237,11047,737.0
5238,16425,738.0
5239,8552,739.0
5240,8610,740.0
5241,17294,741.0
5242,14668,742.0
5243,10128,743.0
5244,8156,744.0
5245,13367,745.0
5246,6116,746.0
5247,15863,747.0
5248,16224,748.0
5249,11201,749.0
5250,1097,750.0
5251,2549,751.0
5252,155,752.0
5253,4080,753.0
5254,7993,754.0
5255,813,755.0
5256,10015,756.0
5257,1511,757.0
5258,5026,758.0
5259,9332,759.0
5260,3563,760.0
5261,15680,761.0
5262,1847,762.0
5263,1228,763.0
5264,16631,764.0
5265,15478,765.0
5266,6567,766.0
5267,3593,767.0
5268,14894,768.0
5269,2360,769.0
5270,6626,770.0
5271,7090,771.0
5272,15219,772.0
5273,5963,773.0
5274,4478,774.0
5275,12044,775.0
5276,14348,776.0
5277,12310,777.0
5278,5161,778.0
5279,453,779.0
5280,3294,780.0
5281,8820,781.0
5282,17040,782.0
5283,878,783.0
5284,10172,784.0
5285,153,785.0
5286,6956,786.0
5287,11009,787.0
5288,13006,788.0
5289,3289,789.0
5290,13279,790.0
5291,12030,791.0
5292,16031,792.0
5293,2270,793.0
5294,11287,794.0
5295,5007,795.0
5296,17904,796.0
5297,6540,797.0
5298,13756,798.0
5299,5235,799.0
5300,11643,800.0
5301,1674,801.0
5302,1186,802.0
5303,16496,803.0
5304,6946,804.0
5305,12625,805.0
5306,5389,806.0
5307,2787,807.0
5308,13655,808.0
5309,15147,809.0
5310,12054,810.0
5311,17621,811.0
5312,9843,812.0
5313,3750,813.0
5314,4565,814.0
5315,16267,815.0
5316,16662,816.0
5317,319,817.0
5318,15387,818.0
5319,6581,819.0
5320,3081,820.0
5321,15257,821.0
5322,14433,822.0
5323,351,823.0
5324,17587,824.0
5325,10799,825.0
5326,8927,826.0
5327,13115,827.0
5328,3062,828.0
5329,9823,829.0
5330,15172,830.0
5331,2671,831.0
5332,11391,832.0
5333,17178,833.0
5334,15503,834.0
5335,12372,835.0
5336,16538,836.0
5337,7270,837.0
5338,3404,838.0
5339,8955,839.0
5340,10600,840.0
5341,13460,841.0
5342,10123,842.0
5343,6950,843.0
5344,1077,844.0
5345,7346,845.0
5346,16253,846.0
5347,9156,847.0
5348,5145,848.0
5349,6947,849.0
5350,7783,850.0
5351,10976,851.0
5352,11506,852.0
5353,9094,853.0
5354,1030,854.0
5355,2467,855.0
5356,9489,856.0
5357,17459,857.0
5358,529,858.0
5359,11806,859.0
5360,15223,860.0
5361,5878,861.0
5362,736,862.0
5363,10199,863.0
5364,5752,864.0
5365,11175,865.0
5366,4827,866.0
5367,16176,867.0
5368,8126,868.0
5369,3468,869.0
5370,14754,870.0
5371,4211,871.0
5372,10921,872.0
5373,15127,873.0
5374,7463,874.0
5375,4790,875.0
5376,7482,876.0
5377,4458,877.0
5378,12036,878.0
5379,14415,879.0
5380,2497,880.0
5381,7533,881.0
5382,6364,882.0
5383,11776,883.0
5384,4455,884.0
5385,4629,885.0
5386,17864,886.0
5387,13209,887.0
5388,14206,888.0
5389,8630,889.0
5390,3374,890.0
5391,10437,891.0
5392,8563,892.0
5393,8791,893.0
5394,7847,894.0
5395,13992,895.0
5396,14906,896.0
5397,15874,897.0
5398,2382,898.0
5399,9960,899.0
5400,16914,900.0
5401,9363,901.0
5402,9588,902.0
5403,16667,903.0
5404,40,904.0
5405,5254,905.0
5406,3673,906.0
5407,1939,907.0
5408,5572,908.0
5409,16962,909.0
5410,3123,910.0
5411,4096,911.0
5412,8362,912.0
5413,3063,913.0
5414,4663,914.0
5415,12811,915.0
5416,16713,916.0
5417,8333,917.0
5418,13414,918.0
5419,12344,919.0
5420,16206,920.0
5421,15063,921.0
5422,16581,922.0
5423,10046,923.0
5424,7838,924.0
5425,3212,925.0
5426,4926,926.0
5427,1356,927.0
5428,9271,928.0
5429,17366,929.0
5430,8750,930.0
5431,10855,931.0
5432,670,932.0
5433,2413,933.0
5434,5172,934.0
5435,1711,935.0
5436,4311,936.0
5437,15111,937.0
5438,17901,938.0
5439,11370,939.0
5440,13495,940.0
5441,3617,941.0
5442,9935,942.0
5443,17696,943.0
5444,12881,944.0
5445,14419,945.0
5446,6732,946.0
5447,7888,947.0
5448,3637,948.0
5449,13538,949.0
5450,17039,950.0
5451,1679,951.0
5452,9604,952.0
5453,14751,953.0
5454,3790,954.0
5455,6575,955.0
5456,9768,956.0
5457,1776,957.0
5458,13635,958.0
5459,16222,959.0
5460,7249,960.0
5461,16452,961.0
5462,568,962.0
5463,5231,963.0
5464,15866,964.0
5465,15485,965.0
5466,1540,966.0
5467,8076,967.0
5468,14822,968.0
5469,10385,969.0
5470,9409,970.0
5471,15907,971.0
5472,4555,972.0
5473,9011,973.0
5474,6012,974.0
5475,6930,975.0
5476,12916,976.0
5477,178,977.0
5478,15465,978.0
5479,11167,979.0
5480,17521,980.0
5481,6078,981.0
5482,3762,982.0
5483,90,983.0
5484,7324,984.0
5485,14361,985.0
5486,13199,986.0
5487,12304,987.0
5488,10142,988.0
5489,2846,989.0
5490,2708,990.0
5491,13156,991.0
5492,4802,992.0
5493,826,993.0
5494,11169,994.0
5495,3151,995.0
5496,915,996.0
5497,1960,997.0
5498,6789,998.0
5499,5382,999.0
5500,11042,1000.0
5501,1821,1001.0
5502,3312,1002.0
5503,7892,1003.0
5504,194,1004.0
5505,5986,1005.0
5506,8211,1006.0
5507,13807,1007.0
5508,14887,1008.0
5509,9561,1009.0
5510,11325,1010.0
5511,5447,1011.0
5512,17060,1012.0
5513,8355,1013.0
5514,8771,1014.0
5515,17037,1015.0
5516,106,1016.0
5517,352,1017.0
5518,16885,1018.0
5519,1278,1019.0
5520,5363,1020.0
5521,38,1021.0
5522,11770,1022.0
5523,16912,1023.0
5524,12008,1024.0
5525,15086,1025.0
5526,2260,1026.0
5527,16456,1027.0
5528,7288,1028.0
5529,7706,1029.0
5530,6708,1030.0
5531,127,1031.0
5532,5184,1032.0
5533,5872,1033.0
5534,2801,1034.0
5535,10442,1035.0
5536,6593,1036.0
5537,14316,1037.0
5538,4228,1038.0
5539,15932,1039.0
5540,3068,1040.0
5541,15247,1041.0
5542,12194,1042.0
5543,10252,1043.0
5544,13742,1044.0
5545,11139,1045.0
5546,16146,1046.0
5547,2746,1047.0
5548,8531,1048.0
5549,15880,1049.0
5550,7900,1050.0
5551,5670,1051.0
5552,8437,1052.0
5553,2233,1053.0
5554,15455,1054.0
5555,3921,1055.0
5556,14710,1056.0
5557,3948,1057.0
5558,15024,1058.0
5559,12995,1059.0
5560,354,1060.0
5561,563,1061.0
5562,17098,1062.0
5563,16355,1063.0
5564,8922,1064.0
5565,967,1065.0
5566,3878,1066.0
5567,9997,1067.0
5568,14977,1068.0
5569,6740,1069.0
5570,16829,1070.0
5571,14147,1071.0
5572,10181,1072.0
5573,13091,1073.0
5574,9073,1074.0
5575,1174,1075.0
5576,5500,1076.0
5577,4670,1077.0
5578,14885,1078.0
5579,1200,1079.0
5580,15036,1080.0
5581,15719,1081.0
5582,15726,1082.0
5583,3364,1083.0
5584,10749,1084.0
5585,9877,1085.0
5586,12249,1086.0
5587,13636,1087.0
5588,8030,1088.0
5589,7289,1089.0
5590,11760,1090.0
5591,7673,1091.0
5592,8172,1092.0
5593,9391,1093.0
5594,12351,1094.0
5595,4757,1095.0
5596,7354,1096.0
5597,11250,1097.0
5598,5438,1098.0
5599,16867,1099.0
5600,17752,1100.0
5601,17110,1101.0
5602,1315,1102.0
5603,17217,1103.0
5604,17279,1104.0
5605,68,1105.0
5606,5619,1106.0
5607,10448,1107.0
5608,11388,1108.0
5609,7568,1109.0
5610,17977,1110.0
5611,17179,1111.0
5612,17130,1112.0
5613,4150,1113.0
5614,2110,1114.0
5615,14848,1115.0
5616,15883,1116.0
5617,136,1117.0
5618,320,1118.0
5619,12415,1119.0
5620,5631,1120.0
5621,3804,1121.0
5622,15956,1122.0
5623,10037,1123.0
5624,9806,1124.0
5625,8219,1125.0
5626,6968,1126.0
5627,5851,1127.0
5628,13620,1128.0
5629,12192,1129.0
5630,15788,1130.0
5631,10079,1131.0
5632,13421,1132.0
5633,12653,1133.0
5634,2831,1134.0
5635,4580,1135.0
5636,16150,1136.0
5637,6097,1137.0
5638,3831,1138.0
5639,6890,1139.0
5640,6412,1140.0
5641,5169,1141.0
5642,3413,1142.0
5643,13181,1143.0
5644,4321,1144.0
5645,9976,1145.0
5646,2280,1146.0
5647,13777,1147.0
5648,11349,1148.0
5649,6520,1149.0
5650,9942,1150.0
5651,7189,1151.0
5652,16544,1152.0
5653,1143,1153.0
5654,1124,1154.0
5655,17165,1155.0
5656,15484,1156.0
5657,4318,1157.0
